"","NFCSID","STATEQ","A50A","A50B","F1","F2_1","F2_2","F2_3","F2_4","F2_5","F2_6","G1","G35","year","G30"
"1028",2018028633,25,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"1029",2018028641,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1030",2018028658,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1031",2018028708,43,1,1,3,2,1,1,2,2,2,2,NA,2018,NA
"1032",2018028732,43,1,1,2,1,2,2,2,2,2,1,NA,2018,NA
"1033",2018028790,43,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"1034",2018028921,47,1,1,1,1,2,98,98,2,98,2,NA,2018,NA
"1035",2018029121,26,1,1,2,2,1,1,2,2,2,2,2,2018,NA
"1036",2018029166,47,1,1,6,1,99,98,1,98,1,98,NA,2018,NA
"1037",2018029640,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1038",2018029746,43,1,1,99,NA,NA,NA,NA,NA,NA,99,NA,2018,NA
"1039",2018029786,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1040",2018030000,26,1,1,1,1,2,2,2,1,1,2,NA,2018,NA
"1041",2018030043,1,1,1,5,98,2,2,1,1,2,99,2,2018,NA
"1042",2018030065,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1043",2018030096,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1044",2018030116,26,1,1,2,1,2,2,2,2,2,1,NA,2018,NA
"1045",2018030268,47,1,1,2,1,2,2,2,2,2,2,1,2018,NA
"1046",2018030271,25,1,1,1,1,1,2,2,2,1,2,NA,2018,NA
"1047",2018030335,25,1,1,7,NA,NA,NA,NA,NA,NA,98,NA,2018,NA
"1048",2018030357,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1049",2018030469,26,1,1,2,98,98,1,1,2,98,99,NA,2018,NA
"1050",2018030651,1,1,1,1,2,2,2,2,2,2,2,NA,2018,NA
"1051",2018031113,1,1,1,1,1,2,2,2,2,2,2,NA,2018,NA
"1052",2018032604,15,1,1,2,2,98,2,98,2,98,2,3,2018,NA
"1053",2018032773,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1054",2018032828,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1055",2018033011,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1056",2018033626,25,1,1,4,1,1,2,98,98,1,2,3,2018,NA
"1057",2018033959,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1058",2018034133,26,1,1,2,98,1,1,2,2,2,1,NA,2018,NA
"1059",2018034137,47,1,1,1,2,98,1,1,98,2,2,1,2018,NA
"1060",2018034477,47,1,1,3,1,2,2,2,2,2,1,2,2018,NA
"1061",2018034685,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1062",2018034793,47,1,1,2,98,99,2,2,99,1,2,NA,2018,NA
"1063",2018034799,47,1,1,1,1,1,2,2,2,2,2,NA,2018,NA
"1064",2018034844,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1065",2018034847,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1066",2018035475,26,2,7,1,1,2,2,2,2,1,2,NA,2018,NA
"1067",2018035508,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1068",2018035605,1,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"1069",2018035993,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1070",2015010175,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1071",2015010345,47,1,1,3,1,1,1,1,1,1,1,4,2015,NA
"1072",2015010363,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1073",2015010384,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1074",2015010399,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1075",2015010465,47,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1076",2015010480,1,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1077",2015010553,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1078",2015010745,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1079",2015010867,26,1,1,1,2,1,1,1,1,2,2,NA,2015,NA
"1080",2015011015,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1081",2015011031,1,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1082",2015011034,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1083",2015011119,25,2,7,2,1,2,2,2,2,2,2,1,2015,NA
"1084",2015011368,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1085",2015011394,1,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1086",2015011495,1,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1087",2015011544,1,2,7,1,1,2,2,2,2,2,2,1,2015,NA
"1088",2015011646,1,2,7,1,2,1,1,1,1,1,1,1,2015,NA
"1089",2015011831,15,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1090",2015011854,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1091",2015011872,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1092",2015011921,1,2,7,3,2,1,1,2,2,2,2,NA,2015,NA
"1093",2015012043,1,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1094",2015012134,43,1,1,2,1,1,1,1,1,1,1,1,2015,NA
"1095",2015012302,25,1,1,3,1,1,2,2,2,2,1,2,2015,NA
"1096",2015012359,1,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1097",2015012758,1,2,7,2,1,1,2,2,2,1,2,NA,2015,NA
"1098",2015012789,1,2,7,2,98,2,1,2,2,2,1,NA,2015,NA
"1099",2015012858,26,2,7,7,NA,NA,NA,NA,NA,NA,2,98,2015,NA
"1100",2015012892,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1101",2015013053,26,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1102",2015013060,15,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1103",2015013089,25,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1104",2015013178,47,2,7,2,2,1,1,1,2,2,1,1,2015,NA
"1105",2015013203,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1106",2015013266,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1107",2015013345,15,1,1,1,1,2,2,2,2,2,1,2,2015,NA
"1108",2015013620,25,2,7,1,1,2,2,2,2,2,2,1,2015,NA
"1109",2015013896,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1110",2015013915,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1111",2015013917,1,2,7,1,1,98,98,2,2,2,2,NA,2015,NA
"1112",2015014110,15,2,7,3,2,1,1,2,2,98,2,1,2015,NA
"1113",2015014203,1,2,7,2,1,2,2,1,1,2,1,1,2015,NA
"1114",2015014230,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1115",2015014460,47,2,7,2,99,1,1,1,1,2,1,NA,2015,NA
"1116",2015014482,26,2,7,2,1,2,2,2,2,2,1,NA,2015,NA
"1117",2015014661,47,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1118",2015014751,47,2,7,1,1,2,1,2,98,2,2,2,2015,NA
"1119",2015014804,47,1,1,2,1,2,2,2,2,2,2,1,2015,NA
"1120",2015014873,47,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1121",2015014931,43,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1122",2015014995,15,1,1,1,1,2,2,2,2,2,2,1,2015,NA
"1123",2015015016,43,2,7,1,98,2,98,2,2,2,2,NA,2015,NA
"1124",2015015141,26,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1125",2015015151,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1126",2015015379,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1127",2015015381,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1128",2015015419,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1129",2015015434,43,2,7,1,2,1,1,2,2,2,2,NA,2015,NA
"1130",2015015476,15,2,7,2,1,2,2,2,2,2,1,2,2015,NA
"1131",2015015519,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1132",2015015679,1,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1133",2015015732,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1134",2015015756,47,2,7,7,NA,NA,NA,NA,NA,NA,2,4,2015,NA
"1135",2015015957,43,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1136",2015015988,25,2,7,1,1,2,2,2,2,2,2,2,2015,NA
"1137",2015016028,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1138",2015016109,47,2,7,1,2,1,2,2,2,2,2,2,2015,NA
"1139",2015016202,26,2,7,2,1,98,98,98,98,98,2,NA,2015,NA
"1140",2015016300,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1141",2015016327,26,2,7,7,NA,NA,NA,NA,NA,NA,2,4,2015,NA
"1142",2015016362,43,2,7,7,NA,NA,NA,NA,NA,NA,2,98,2015,NA
"1143",2015016365,26,1,1,2,1,1,2,1,2,1,1,2,2015,NA
"1144",2015016428,47,1,1,2,1,2,2,2,2,2,2,NA,2015,NA
"1145",2015016437,25,2,7,2,2,1,2,2,2,2,2,1,2015,NA
"1146",2015016439,26,2,7,3,1,2,2,2,2,2,1,2,2015,NA
"1147",2015016758,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1148",2015016834,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1149",2015016863,15,2,7,2,2,1,1,1,1,2,1,NA,2015,NA
"1150",2015016928,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1151",2015017109,47,2,7,1,2,2,1,2,2,2,2,1,2015,NA
"1152",2015017126,26,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1153",2015017195,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1154",2015017279,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1155",2015017285,26,2,7,2,1,2,1,1,2,2,2,1,2015,NA
"1156",2015017311,47,2,7,7,NA,NA,NA,NA,NA,NA,2,3,2015,NA
"1157",2015017314,47,2,7,2,1,2,2,2,2,2,2,NA,2015,NA
"1158",2015017337,15,2,7,2,98,2,1,2,2,2,2,NA,2015,NA
"1159",2015017375,1,2,7,2,1,2,1,2,2,2,2,NA,2015,NA
"1160",2015017392,26,1,1,1,1,2,2,2,2,2,2,2,2015,NA
"1161",2015017445,47,2,7,1,1,2,2,2,2,2,2,1,2015,NA
"1162",2015017474,26,2,7,7,NA,NA,NA,NA,NA,NA,2,99,2015,NA
"1163",2015017540,1,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1164",2015017556,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1165",2015017575,25,2,7,3,1,2,1,2,1,2,2,1,2015,NA
"1166",2015017640,1,2,7,2,2,1,1,1,1,1,2,1,2015,NA
"1167",2015017701,47,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1168",2015018061,15,1,1,1,1,2,2,2,98,98,1,NA,2015,NA
"1169",2015018220,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1170",2015018221,15,2,7,7,NA,NA,NA,NA,NA,NA,1,2,2015,NA
"1171",2015018276,43,1,1,2,2,1,1,1,1,1,1,NA,2015,NA
"1172",2015018317,47,2,7,3,2,1,1,2,2,2,2,1,2015,NA
"1173",2015018411,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1174",2015018417,1,2,7,1,2,1,1,1,99,1,2,1,2015,NA
"1175",2015018458,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1176",2015018480,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1177",2015018876,26,2,7,2,1,2,2,2,2,2,2,NA,2015,NA
"1178",2015018923,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1179",2015018977,26,2,7,1,1,2,2,2,2,2,2,99,2015,NA
"1180",2015018996,47,2,7,1,1,2,2,2,2,2,2,98,2015,NA
"1181",2015019441,47,1,1,2,1,2,1,2,1,2,2,NA,2015,NA
"1182",2015019546,47,1,1,2,1,2,98,2,2,1,1,2,2015,NA
"1183",2015019629,15,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1184",2015019871,1,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1185",2015019910,43,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1186",2015019934,1,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2015,NA
"1187",2015019937,25,1,1,4,1,2,98,98,98,98,98,NA,2015,NA
"1188",2015019958,1,2,7,1,1,2,2,1,2,2,2,NA,2015,NA
"1189",2015019995,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1190",2015020084,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1191",2015020218,15,2,7,1,2,1,1,1,1,2,2,2,2015,NA
"1192",2015020220,25,1,1,1,2,2,2,2,2,2,2,98,2015,NA
"1193",2015020326,1,1,1,2,1,1,2,1,1,2,2,3,2015,NA
"1194",2015020420,15,1,1,1,1,1,1,2,2,2,2,NA,2015,NA
"1195",2015020451,15,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1196",2015020474,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1197",2015020664,47,1,1,2,1,98,2,1,2,1,2,4,2015,NA
"1198",2015020670,47,1,1,2,2,2,1,2,1,2,2,NA,2015,NA
"1199",2015020793,26,1,1,2,1,1,1,2,2,2,2,NA,2015,NA
"1200",2015020899,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1201",2015021184,43,2,7,2,1,2,1,2,2,2,2,NA,2015,NA
"1202",2015021211,25,2,7,99,NA,NA,NA,NA,NA,NA,98,99,2015,NA
"1203",2015021291,1,2,7,2,2,2,2,2,2,2,2,NA,2015,NA
"1204",2015021305,26,2,7,1,1,2,2,2,2,2,2,1,2015,NA
"1205",2015021452,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1206",2015021456,43,2,7,2,1,2,2,2,2,2,2,NA,2015,NA
"1207",2015021613,43,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2015,NA
"1208",2015021631,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1209",2015021639,26,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2015,NA
"1210",2015021749,1,2,7,1,2,98,1,1,2,2,1,NA,2015,NA
"1211",2015021791,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1212",2015021930,15,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2015,NA
"1213",2015021937,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1214",2015021949,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1215",2015021990,15,2,7,2,1,2,2,2,2,2,2,NA,2015,NA
"1216",2015022143,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1217",2015022168,26,2,7,1,1,1,1,2,2,98,1,1,2015,NA
"1218",2015022184,26,2,7,1,2,1,1,2,2,2,2,1,2015,NA
"1219",2015022191,15,2,7,2,2,2,1,2,2,2,2,1,2015,NA
"1220",2015022296,1,2,7,1,1,2,2,2,2,2,2,1,2015,NA
"1221",2015022377,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1222",2015022519,25,2,7,2,99,2,2,1,1,1,2,1,2015,NA
"1223",2015022538,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1224",2015022718,26,2,7,1,1,2,2,2,2,2,1,2,2015,NA
"1225",2015022830,25,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1226",2015022840,26,2,7,1,2,1,1,2,2,2,2,NA,2015,NA
"1227",2015022856,43,1,1,2,1,1,1,2,2,2,2,1,2015,NA
"1228",2015023012,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1229",2015023046,25,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1230",2015023106,25,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2015,NA
"1231",2015023116,15,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1232",2015023131,26,2,7,2,2,1,1,2,2,1,2,NA,2015,NA
"1233",2015023153,26,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1234",2015023327,25,2,7,1,2,1,1,2,2,2,2,NA,2015,NA
"1235",2015023338,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1236",2015023365,26,2,7,1,2,1,2,1,1,2,1,1,2015,NA
"1237",2015023429,43,2,7,1,1,2,2,2,2,2,2,1,2015,NA
"1238",2015023544,15,1,1,2,1,2,2,2,2,2,2,2,2015,NA
"1239",2015023555,1,1,1,3,2,1,2,98,2,1,2,3,2015,NA
"1240",2015023557,47,1,1,2,1,2,1,1,2,1,2,NA,2015,NA
"1241",2015023627,26,2,7,1,2,1,1,1,1,2,1,98,2015,NA
"1242",2015023660,25,2,7,1,98,98,98,98,98,98,2,98,2015,NA
"1243",2015023706,1,1,1,1,2,1,2,1,1,2,2,1,2015,NA
"1244",2015023757,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1245",2015023770,26,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1246",2015023777,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1247",2015023828,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1248",2015023848,15,1,1,2,1,2,2,2,2,2,2,NA,2015,NA
"1249",2015023867,26,2,7,2,1,1,1,1,2,2,2,NA,2015,NA
"1250",2015023880,25,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1251",2015023938,1,1,1,3,1,2,1,2,1,2,1,2,2015,NA
"1252",2015023943,26,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1253",2015023980,47,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1254",2015024016,15,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1255",2015024021,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1256",2015024043,1,1,1,2,1,2,2,2,2,2,2,2,2015,NA
"1257",2015024219,43,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2015,NA
"1258",2015024431,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1259",2015024507,26,1,1,1,1,1,1,1,2,2,1,NA,2015,NA
"1260",2015024536,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1261",2015024574,26,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1262",2015024763,43,2,7,2,1,2,2,2,2,2,2,2,2015,NA
"1263",2015024801,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1264",2015024810,43,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1265",2015024844,26,2,7,3,1,2,2,1,2,2,2,3,2015,NA
"1266",2015024986,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1267",2015025141,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1268",2015025152,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1269",2015025321,26,1,1,7,NA,NA,NA,NA,NA,NA,1,1,2015,NA
"1270",2015025326,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1271",2015025404,15,2,7,1,2,1,1,1,2,1,2,NA,2015,NA
"1272",2015025481,15,2,7,2,2,1,1,2,2,2,2,NA,2015,NA
"1273",2015025665,1,1,1,7,NA,NA,NA,NA,NA,NA,99,NA,2015,NA
"1274",2015025689,25,2,7,2,2,1,1,1,1,2,1,1,2015,NA
"1275",2015025816,43,1,1,1,1,2,2,2,2,1,2,NA,2015,NA
"1276",2015026011,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1277",2015026068,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1278",2015026108,43,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1279",2015026388,26,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1280",2015026432,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1281",2015026457,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1282",2015026522,26,2,7,2,2,1,1,1,2,2,1,4,2015,NA
"1283",2015026546,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1284",2015026641,43,2,7,1,1,2,2,2,2,2,1,NA,2015,NA
"1285",2015026774,26,1,1,2,1,98,2,98,2,2,2,NA,2015,NA
"1286",2015026819,26,2,7,1,2,98,1,1,2,2,1,1,2015,NA
"1287",2015026832,15,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1288",2015026985,25,2,7,2,2,1,1,1,2,2,1,NA,2015,NA
"1289",2015027040,15,2,7,1,1,2,2,2,2,2,2,1,2015,NA
"1290",2015027179,43,1,1,1,2,1,1,2,2,2,2,1,2015,NA
"1291",2015027183,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1292",2015027320,15,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2015,NA
"1293",2015027324,1,1,1,1,98,98,98,98,98,98,2,98,2015,NA
"1294",2015027333,15,1,1,1,1,2,2,2,2,2,2,98,2015,NA
"1295",2015027460,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1296",2015027503,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1297",2015027540,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1298",2015027550,47,1,1,1,2,1,1,2,2,2,2,2,2015,NA
"1299",2015027586,26,1,1,2,2,1,1,1,2,2,1,NA,2015,NA
"1300",2015027648,43,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1301",2015027667,43,2,7,1,1,2,2,2,2,1,2,NA,2015,NA
"1302",2015027701,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1303",2015027752,47,1,1,2,1,1,2,2,2,1,2,NA,2015,NA
"1304",2015027837,43,1,1,5,1,2,1,1,2,1,2,4,2015,NA
"1305",2015027869,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1306",2015028305,43,2,7,1,2,1,1,2,2,2,2,1,2015,NA
"1307",2015028311,25,2,7,7,NA,NA,NA,NA,NA,NA,2,98,2015,NA
"1308",2015028489,1,1,1,3,1,2,98,2,1,2,2,NA,2015,NA
"1309",2015028574,15,2,7,2,99,99,99,99,99,99,2,4,2015,NA
"1310",2015028875,26,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1311",2015029228,1,1,1,7,NA,NA,NA,NA,NA,NA,1,1,2015,NA
"1312",2015029297,26,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1313",2015029362,43,2,7,7,NA,NA,NA,NA,NA,NA,98,1,2015,NA
"1314",2015029633,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1315",2015029635,25,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1316",2015029726,43,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2015,NA
"1317",2015029739,26,1,1,98,NA,NA,NA,NA,NA,NA,98,NA,2015,NA
"1318",2015029805,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1319",2015030065,43,2,7,3,2,1,2,2,2,2,1,NA,2015,NA
"1320",2015030436,43,2,7,7,NA,NA,NA,NA,NA,NA,2,98,2015,NA
"1321",2015030451,25,2,7,2,1,2,2,2,2,1,2,3,2015,NA
"1322",2015030667,47,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1323",2015030757,43,1,1,2,1,2,1,2,2,2,2,2,2015,NA
"1324",2015030783,26,1,1,3,98,98,2,2,2,1,1,2,2015,NA
"1325",2015030815,25,2,7,2,2,1,1,1,1,1,1,2,2015,NA
"1326",2015030827,25,2,7,2,1,2,2,1,2,98,2,NA,2015,NA
"1327",2015030973,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1328",2015030987,15,2,7,2,1,2,2,2,2,2,1,2,2015,NA
"1329",2015031030,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1330",2015031042,25,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1331",2015031179,25,1,1,1,98,2,98,1,98,1,2,2,2015,NA
"1332",2015031184,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1333",2015031201,25,2,7,1,1,2,2,2,2,2,1,2,2015,NA
"1334",2015031206,26,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1335",2015031213,43,2,7,1,1,2,2,2,2,2,2,1,2015,NA
"1336",2015031232,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1337",2015031325,25,1,1,2,1,2,1,2,2,2,1,2,2015,NA
"1338",2015031370,43,1,1,2,2,1,1,2,2,2,2,NA,2015,NA
"1339",2015031409,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1340",2015031512,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1341",2015031576,1,1,1,7,NA,NA,NA,NA,NA,NA,2,98,2015,NA
"1342",2015031715,15,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2015,NA
"1343",2015031720,25,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1344",2015031807,25,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1345",2015031819,25,1,1,1,2,2,1,2,2,2,2,1,2015,NA
"1346",2015031849,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1347",2015031986,25,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1348",2015032017,25,2,7,1,1,1,1,1,1,1,2,NA,2015,NA
"1349",2015032045,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1350",2015032113,25,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1351",2015032127,25,2,7,7,NA,NA,NA,NA,NA,NA,1,1,2015,NA
"1352",2015032139,15,2,7,1,2,1,2,2,2,2,2,NA,2015,NA
"1353",2015032294,25,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1354",2015032597,25,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1355",2015032618,43,1,1,2,2,1,1,2,2,2,2,NA,2015,NA
